OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
16030530,3/24/16,17:00:00,3/24/16,17:14:00,5403,Driving Under the Influence of Drugs,Closed/Cleared,Cleared by Arrest,PUB,Z4,Tenth Street  NW  and Northside Drive  NW,,,,,,1
16030542,3/26/16,17:45:00,3/26/16,18:25:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Fowler Street  NW,,,,,,1
16030549,3/28/16,12:38:00,3/28/16,13:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Parking Office (PTS)   178   Z2,828,,West Peachtree Street NW,33.777138,-84.387672,1
16030575,3/30/16,14:57:00,3/30/16,16:30:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,,,1
16020306,2/12/16,11:20:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16020311,2/17/16,15:12:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020312,2/17/16,18:00:00,2/17/16,18:20:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,State Street  NW @ 10th Street  NW,,,,,,1
16020325,2/16/16,12:00:00,2/18/16,17:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Maulding Residence Hall,501,,Sixth Street  NW,33.777007,-84.405706,1
16020326,2/19/16,14:51:00,2/19/16,15:18:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Tech Green   358   Z3,725,,Atlantic Drive NW,33.77464,-84.39732,1
16020340,2/21/16,17:00:00,2/21/16,17:30:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Fulmer Residence Hall   106   Z4,871,,McMillan Street  NW,33.77864773,-84.40388382,1
16020345,2/22/16,15:14:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020346,1/27/16,9:00:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16020382,2/27/16,2:29:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Techwood Drive  NW,,,,,,1
16020390,2/28/16,19:54:00,2/28/16,20:38:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Williams Street  NW,,,,,,1
16020395,2/29/16,15:08:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020401,2/29/16,20:30:00,2/29/16,20:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Police Precinct,879,,Hemphill Avenue  NW,33.77011984,-84.39135352,1
16030544,3/27/16,14:27:00,3/27/16,14:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Woodruff Residence Hall South Building,890,,Curran Street  NW,33.77910743,-84.40662487,1
16030555,3/18/16,13:00:00,3/28/16,16:21:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z1,Weber Building,281,,Ferst Drive  NW,33.77289915,-84.39662064,1
16030566,3/30/16,1:37:00,3/30/16,2:11:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments - South,555,,Eighth Street NW,33.78012873,-84.40513865,1
16030576,3/30/16,15:12:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16040610,4/3/16,0:55:00,4/3/16,1:25:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Glenn Residence Hall,118,,Bobby Dodd Way NW,33.77342207,-84.3916112,1
16040612,4/3/16,1:36:00,4/3/16,2:07:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Perry-Matheson Residence Hall,715,,Techwood Drive NW,33.77450626,-84.39105819,1
16040613,4/3/16,3:29:00,4/3/16,3:29:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,PUB,Z4,,,,Tenth Street  NW @ Hemphill Avenue  NW,,,1
16040646,4/8/16,15:30:00,4/8/16,15:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Nanotechnology Building,345,,Ferst Drive NW,33.77884514,-84.39847658,1
16040683,4/14/16,16:05:00,,,5314,Loitering Violation,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street NW,,,1
16040696,4/15/16,19:07:00,4/15/16,19:45:00,5299,Weapons Violation Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAM,Z1,North Campus Parking Deck (Entrance),352,,Peachtree Place  NW,,,1
16040719,4/15/16,17:00:00,4/18/16,17:30:00,2308,Larceny - From Building,Inactive,,ONCAMRES,Z2,Matheson Residence Hall,715,,Techwood Drive NW,33.77450626,-84.39105819,1
16010001,1/1/16,1:49:00,1/1/16,1:55:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,PUB,Z1,Tenth Street  NW @ State Street  NW,,,,,,1
16010013,1/4/16,17:00:00,,,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z1,North Campus Parking Deck,352,,Peachtree Place  NW,33.78013492,-84.39844716,1
16010041,1/9/16,20:00:00,1/9/16,21:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.77546401,-84.40349901,1
16010056,1/13/16,7:56:00,1/13/16,8:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Skiles Classroom Building,686,,Cherry Street  NW,33.7736039,-84.39624483,1
16010065,1/14/16,18:57:00,1/14/16,18:58:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z4,Northside Drive  NW @ Marietta Street  NW,,,,,,1
16010091,1/17/16,9:10:00,1/17/16,9:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,,,Ferst Drive  NW @ Hemphill Avenue  NW,,,1
16010106,1/17/16,13:26:00,,,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Further Investigation,,ONCAM,,Beringause Building,879,,Hemphill Avenue  NW,33.77786259,-84.40391086,1
16010136,1/24/16,13:46:00,1/24/16,14:34:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Fulmer Residence Hall,871,,McMillan Street  NW,33.77864773,-84.40388382,1
16020219,2/4/16,18:45:00,,,5311,Disorderly Conduct,Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium,,,Bobby Dodd Way  NW,,,1
16020255,2/4/16,18:30:00,2/4/16,20:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Field Residence Hall,711,,Techwood Drive NW,33.77420925,-84.39165079,1
16020258,2/10/16,13:12:00,2/10/16,13:24:00,9999F,,Closed/Cleared,,ONCAM,Z3,College of Architecture East   76   Z3,245,,Fourth Street NW,33.77597531,-84.39538136,1
16020289,2/13/16,22:15:00,2/13/16,22:45:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Centennial Research Building   790   Z1,400,,Tenth Street  NW,33.7810026,-84.40037116,1
16010012,1/4/16,1:15:00,1/4/16,1:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,,,,,,1
16010019,1/5/16,15:07:00,1/5/16,15:10:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Prosecution Declined,ONCAM,Z4,NARA,640,,Strong Street  NW,33.77098571,-84.4026612,1
16010026,1/7/16,2:50:00,,,4802,Obstructing Officer/Criminal Investigation,Closed/Cleared,Cleared by Arrest,PUB,Z4,Tech Parkway  NW / State Street  NW,,,,,,1
16010034,1/8/16,12:30:00,1/8/16,12:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Klaus Advanced Computing Building,266,,Ferst Drive  NW,33.77716232,-84.39618136,1
16010037,1/9/16,2:00:00,1/9/16,2:12:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall,900,,Hemphill Avenue  NW,33.7800571,-84.40351893,1
16010046,1/11/16,23:30:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,Nnorth Avenue  NW @ Williams Street  NW,,,,,,1
16010063,1/14/16,15:25:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16010089,1/16/16,11:30:00,1/17/16,0:30:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Woodruff Residence Hall South,890,,Curran Street NW,,,1
16010135,1/24/16,13:30:00,1/24/16,13:58:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments Building D,251,,Tenth Street  NW,33.78238002,-84.39595556,1
16010154,1/26/16,14:04:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,,Surplus Warehouse,755,,Marietta Street NW,33.7759204,-84.40644501,1
16020199,2/1/16,14:45:00,2/1/16,14:45:00,1199,Sexual Assault Offense Free Text,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Cherry Emerson Building,310,,Ferst Drive NW Room C-105,33.77793148,-84.39720701,1
16020205,2/1/16,12:00:00,2/1/16,12:10:00,2308,Larceny - From Building,Inactive,,ONCAMRES,Z4,Eighth Street Apartments,555,,Eighth Stree  NW,33.78012873,-84.40513865,1
16020235,2/5/16,14:00:00,2/6/16,14:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,Unfounded,ONCAM,Z3,Klaus Advanced Computing Building,266,,Ferst Drive NW,33.77716232,-84.39618136,1
16020238,2/6/16,19:13:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,OFFCAM,Northside Drive  NW / Marietta Street  NW,,,,,,1
16020259,2/10/16,15:15:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020261,2/7/16,13:00:00,2/10/16,22:01:00,2304,Larceny - Parts from Vehicle,Inactive,,PUB,Z2,Centennial Olympic Park Drive  NW / Merritts Avenue  NW,,,,,,1
16020267,2/11/16,6:00:00,2/11/16,6:30:00,2903,Damage to Property - Public,Inactive,,ONCAM,Z1,10th Street Chiller Plant,460,,Tenth Street  NW,,,1
16020358,2/24/16,19:44:00,2/24/16,19:49:00,2399,Larceny Offense Free Text,Inactive,,ONCAM,Z4,Crecine Residence Hall,900,,Hemphill Avenue NW,33.7800571,-84.40351893,1
16020359,2/24/16,23:00:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,OFFCAM,Peachtree Street  NW and Fifth Street  NW,,,,,,1
16020367,2/25/16,23:25:00,2/26/16,0:57:00,5314,Loitering Violation,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Towers Residence Hall,112,,Bobby Dodd Way  NW,33.77343233,-84.39100012,1
16020378,2/26/16,8:00:00,2/26/16,19:00:00,2902,Damage to Property - Private,Inactive,,ONCAM,Z4,Woodruff lot,890,,Curran Street NW,,,1
16030403,3/1/16,0:21:00,,,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z4,Northside Drive  NW @ Tenth Street  NW,,,,,,1
16030411,3/1/16,15:17:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16030423,3/3/16,21:26:00,3/3/16,21:26:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16030429,3/4/16,17:52:00,3/4/16,17:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,800,,Spring Street NW,33.77634325,-84.38930792,1
16030436,3/5/16,20:14:00,3/5/16,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW at Holly Street  NW,,,,,,1
16030454,3/8/16,18:21:00,3/8/16,18:38:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Tech Parkway,,,,,,1
16030457,3/9/16,11:00:00,3/9/16,11:10:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Engineering Science & Mechanics   41   Z2,620,,Cherry Street NW,33.77204754,-84.39578273,1
16030474,3/12/16,13:52:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,O'Keefe Building,151,,Sixth Street  NW,33.77877825,-84.39226488,1
16030477,3/12/16,20:15:00,3/12/16,20:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Woodruff Dining Hall,890,,Curran Street  NW,,,1
16030485,3/15/16,8:42:00,3/15/16,8:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,Unfounded,ONCAM,Z2,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16030499,3/18/16,0:16:00,,,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Fowler Street  NW @ Bobby Dodd Way  NW,,,,,,1
16030504,3/18/16,6:30:00,3/18/16,9:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Baker Building,925,,Dalney Street  NW,33.78001343,-84.39950258,1
16030524,3/21/16,12:00:00,3/23/16,7:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Pettit Microelectronics Research Ctr. (MiRC) 95  Z3,791,,Atlantic Drive  NW,33.77661416,-84.39732991,1
16030556,3/27/16,15:15:00,3/27/16,15:20:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z1,Curran Street Parking Deck,875,,Curran Street NW,33.77916113,-84.40553266,1
16010002,1/1/16,4:30:00,1/1/16,4:30:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,NONCAM,Z1,,,,,,,1
16010017,1/4/16,20:30:00,1/4/16,21:30:00,2305,Larceny - Articles from Vehicle,Inactive,,PUB,Z4,Tech Parkway @ Northside Drive,,,,,,1
16010022,1/6/16,15:50:00,1/6/16,17:36:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ken Byers Tennis Complex,960,,Fowler Street  NW,33.7811365,-84.39426965,1
16010039,1/8/16,17:00:00,1/8/16,22:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
16010084,1/16/16,20:30:00,1/16/16,22:02:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Towers Residence Hall,112,,Bobby Dodd Way  NW,33.77343233,-84.39100012,1
16010087,1/17/16,1:59:00,1/17/16,2:30:00,8399,,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,33.76932,-84.39182,1
16010115,1/21/16,0:01:00,,,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,Z1,,,,Spring Street  NW @ Tenth Street  NW,,,1
16010152,1/26/16,0:44:00,1/26/16,0:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Library   77   Z2,704,,Cherry Street  NW,33.77431732,-84.39572383,1
16010159,1/27/16,19:26:00,,,2903,Damage to Property - Public,Inactive,,ONCAM,Z2,Third Street  NW b/w Spring Street  NW & Williams Street  NW,,,,,,1
16010166,1/28/16,10:39:00,1/28/16,11:20:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,Campanile   350   Z3,350,,Block Ferst Drive NW,33.774298,-84.398183,1
16010172,1/28/16,10:00:00,1/28/16,11:48:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Woodruff Residence Hall,890,,Curran Street  NW,33.77910743,-84.40662487,1
16010185,1/22/16,11:00:00,1/30/16,19:48:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16020213,2/3/16,23:21:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Manufacturing Rel. Disc. Complex (MRDC)   135  Z3,801,,Ferst Drive  NW,33.77696792,-84.40050269,1
16020230,2/6/16,2:03:00,2/6/16,2:30:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Glenn Residence Hall,118,,Bobby Dodd Way NW,33.77342207,-84.3916112,1
16020265,2/11/16,0:21:00,2/11/16,0:21:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street NW,33.77497462,-84.3935274,1
16020275,2/11/16,22:52:00,,,2406,Theft by Receiving Stolen Vehicle,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Northside Drive  NW / North Avenue  NW,,,,,,1
16020278,2/12/16,14:30:00,2/12/16,15:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ferst Drive  NW @ State Street  NW,,,,,,1
16020283,2/13/16,9:50:00,2/13/16,10:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Hefner Residence Hall   107   Z4,510,,Eighth Street NW,33.77914886,-84.40394357,1
16020284,2/12/16,20:00:00,2/13/16,10:00:00,2308,Larceny - From Building,Inactive,,ONCAMRES,Z3,Delta Upsilon Fraternity,154,,Fifth Street NW,33.77665785,-84.3923627,1
16020300,2/16/16,0:27:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,Marietta Street  NW @ Northside Drive  NW,,,,,,1
16020305,2/15/16,10:45:00,2/16/16,11:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,Towers Residence Hall   15   Z2,112,,Bobby Dodd Way NW,33.77343233,-84.39100012,1
16020320,1/5/16,18:00:00,2/16/16,16:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.777707,-84.404826,1
16020324,2/19/16,10:05:00,2/19/16,10:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,,,1
16020335,2/20/16,22:52:00,2/20/16,23:03:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Williams Street  NW,,,,,,1
16040594,4/1/16,0:01:00,4/1/16,0:45:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,NONCAM,Z1,Alpha Gamma Delta Sorority   333   Z1,177,,Fifth Street NW,33.77712822,-84.39283975,1
16040596,3/30/16,13:00:00,3/30/16,21:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16040614,4/2/16,10:00:00,4/3/16,10:30:00,2903,Damage to Property - Public,Inactive,,ONCAMRES,Z4,Zbar Residence Hall (Sixth St. East Apts.)  65  Z4,501,,Sixth Street NW,33.777707,-84.404826,1
16040617,4/3/16,21:54:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16040684,4/14/16,18:46:00,4/14/16,19:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Graduate Living Center,301,,Tenth Street  NW,33.78195744,-84.39660566,1
16040688,4/15/16,0:21:00,4/15/16,12:45:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,North Avenue  NW @ Travis Street  NW,,,,,,1
16040708,4/17/16,2:57:00,4/17/16,3:05:00,5403,Driving Under the Influence of Drugs,Closed/Cleared,Cleared by Arrest,PUB,Z1,Fowler Street  NW & Sixth Street  NW,,,,,,1
16040725,4/19/16,17:18:00,4/19/16,17:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Zbar Residence Hall (Sixth St. East Apts.),501,,Sixth Street NW,33.777707,-84.404826,1
16040728,4/19/16,21:53:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,,North Avenue  NW @ State Street  NW,,,,,,1
16040736,4/21/16,1:45:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z3,North Avenue  NW @ State Street  NW,,,,,,1
16040748,4/22/16,16:36:00,4/22/16,17:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Holly Street  NW,,,,,,1
16040723,4/19/16,16:40:00,4/19/16,16:43:00,2305,Larceny - Articles from Vehicle,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,Holly Street  NW @ 10th Street  NW,,,,,,1
16040735,4/20/16,20:00:00,4/20/16,20:17:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,,,1
16040738,4/21/16,12:21:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16040743,4/22/16,3:04:00,4/22/16,3:05:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Perry-Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39105819,1
16040771,4/26/16,8:22:00,,,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Barnes and Noble Bookstore 172 Z2,48,,Fifth Street NW,33.77668,-84.38863,1
16040793,4/29/16,0:55:00,4/29/16,1:45:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Techwood Drive  NW @ Fourth Street  NW,,,,33.77761934,-84.39235007,1
16050880,5/12/16,3:00:00,5/12/16,11:45:00,2204,Burglary - No Forced Entry - Residence,Inactive,,ONCAMRES,Z3,Pi Kappa Alpha Fraternity   320   Z3,260,,Ferst Drive NW,33.77673,-84.3952623,1
16050952,5/29/16,13:00:00,5/29/16,17:00:00,2205,Burglary - No Forced Entry -NonResidence,Closed/Cleared,Cleared by Arrest,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.77546401,-84.40349901,1
16050955,5/30/16,10:00:00,5/30/16,10:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAM,Z1,Molecular Science & Engineering Building   167   Z1,901,,Atlantic Drive NW,33.7798386,-84.39669326,1
16050959,5/31/16,13:00:00,5/31/16,16:00:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z4,Campus Recreation Center Parking Deck,750,,Ferst Drive  NW,33.77619076,-84.40390717,1
16060967,6/1/16,14:30:00,6/1/16,14:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,,,1
16020303,2/16/16,11:00:00,2/16/16,11:15:00,2301,Pocket Picking,Closed/Cleared,Unfounded,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,555,,Eighth Street NW,33.78012873,-84.40513865,1
16020318,2/18/16,12:45:00,2/18/16,12:50:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive NW,33.77413608,-84.39881802,1
16020323,2/19/16,0:52:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Prosecution Declined,PUB,Z1,Fowler Street  NW @ Eighth Street  NW,,,,,,1
16020330,2/20/16,0:45:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,,,,,,,1
16020334,2/20/16,19:25:00,2/20/16,19:52:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z1,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.78195744,-84.39660566,1
16020389,2/28/16,14:20:00,2/28/16,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Woodruff Residence Hall,890,,Curran Street NW,33.77910743,-84.40662487,1
16020393,2/29/16,12:13:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Campanile   350   Z3,350,,Block Ferst Drive NW,33.774298,-84.398183,1
16030430,3/4/16,15:45:00,3/4/16,19:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,,,1
